x_1, y_1, z_11.027657,0.971574,0.478121
1.051592,0.946974,0.459036
1.073069,0.924901,0.441790
1.092868,0.904551,0.425788
1.111497,0.885405,0.410641
1.129293,0.867115,0.396088
1.146488,0.849441,0.381948
1.163247,0.832216,0.368093
1.179686,0.815321,0.354432
1.195889,0.798668,0.340898
1.211916,0.782195,0.327443
1.227814,0.765855,0.314031
1.243615,0.749615,0.300635
1.259344,0.733449,0.287234
1.275019,0.717338,0.273815
1.290654,0.701269,0.260367
1.306258,0.685231,0.246880
1.321840,0.669216,0.233350
1.337405,0.653219,0.219770
1.352957,0.637234,0.206138
1.368500,0.621259,0.192450
1.384036,0.605292,0.178706
1.399566,0.589330,0.164903
1.415093,0.573372,0.151040
1.430616,0.557418,0.137116
1.446137,0.541465,0.123131
1.461656,0.525515,0.109085
1.477175,0.509565,0.094976
1.492692,0.493617,0.080805
1.508208,0.477669,0.066571
1.523724,0.461722,0.052275
1.539240,0.445775,0.037915
1.554755,0.429829,0.023493
1.570270,0.413883,0.009008
1.585785,0.397937,-0.005541
