x_1, y_1, z_10.988898,0.991946,0.470474
0.979290,0.984975,0.444770
0.970668,0.978720,0.421586
0.962720,0.972954,0.400109
0.955243,0.967529,0.379812
0.948099,0.962347,0.360338
0.941196,0.957339,0.341444
0.934469,0.952458,0.322955
0.927870,0.947671,0.304749
0.921366,0.942952,0.286735
0.914932,0.938285,0.268848
0.908550,0.933655,0.251040
0.902207,0.929053,0.233274
0.895893,0.924472,0.215525
0.889601,0.919907,0.197772
0.883325,0.915354,0.180001
0.877061,0.910810,0.162199
0.870806,0.906272,0.144360
0.864558,0.901739,0.126477
0.858315,0.897210,0.108544
0.852076,0.892683,0.090559
0.845839,0.888159,0.072519
0.839605,0.883636,0.054422
0.833372,0.879114,0.036266
0.827141,0.874594,0.018050
0.820910,0.870074,-0.000226
