x_1, y_1, z_10.988542,0.991437,0.468279
0.978627,0.984027,0.440677
0.969730,0.977378,0.415789
0.961527,0.971248,0.392741
0.953810,0.965481,0.370966
0.946438,0.959971,0.350080
0.939314,0.954648,0.329821
0.932372,0.949459,0.310003
0.925562,0.944370,0.290493
0.918849,0.939353,0.271193
0.912209,0.934391,0.252035
0.905623,0.929469,0.232966
0.899078,0.924577,0.213947
0.892562,0.919708,0.194949
0.886068,0.914855,0.175953
0.879591,0.910014,0.156941
0.873126,0.905183,0.137902
0.866671,0.900359,0.118826
0.860223,0.895540,0.099708
0.853780,0.890725,0.080541
0.847341,0.885913,0.061323
0.840905,0.881103,0.042050
0.834472,0.876295,0.022721
0.828040,0.871488,0.003333
0.821609,0.866682,-0.016114
