x_1, y_1, z_11.018065,1.034605,0.502745
1.033699,1.064553,0.504969
1.047728,1.091424,0.506844
1.060660,1.116198,0.508470
1.072828,1.139506,0.509908
1.084452,1.161772,0.511199
1.095684,1.183287,0.512369
1.106631,1.204256,0.513435
1.117368,1.224825,0.514410
1.127952,1.245097,0.515301
1.138421,1.265152,0.516116
1.148805,1.285043,0.516858
1.159126,1.304813,0.517529
1.169400,1.324494,0.518133
1.179638,1.344106,0.518670
1.189851,1.363669,0.519141
1.200043,1.383193,0.519547
1.210221,1.402689,0.519889
1.220388,1.422164,0.520167
1.230547,1.441623,0.520382
1.240699,1.461071,0.520532
1.250847,1.480509,0.520619
1.260991,1.499941,0.520643
1.271132,1.519368,0.520604
1.281272,1.538791,0.520501
1.291410,1.558211,0.520335
1.301547,1.577629,0.520105
1.311683,1.597045,0.519813
1.321819,1.616460,0.519457
1.331954,1.635875,0.519038
1.342089,1.655288,0.518555
1.352224,1.674702,0.518010
1.362358,1.694114,0.517401
1.372492,1.713527,0.516729
1.382626,1.732939,0.515994
1.392760,1.752351,0.515195
1.402894,1.771763,0.514333
1.413028,1.791175,0.513408
1.423162,1.810587,0.512420
1.433296,1.829999,0.511369
1.443429,1.849411,0.510254
1.453563,1.868823,0.509076
1.463697,1.888234,0.507835
1.473831,1.907646,0.506531
1.483964,1.927058,0.505163
1.494098,1.946470,0.503732
1.504232,1.965881,0.502238
1.514366,1.985293,0.500681
1.524499,2.004705,0.499061
1.534633,2.024116,0.497377
1.544767,2.043528,0.495630
1.554901,2.062940,0.493820
1.565034,2.082351,0.491946
1.575168,2.101763,0.490009
1.585302,2.121175,0.488009
1.595436,2.140586,0.485946
1.605569,2.159998,0.483820
1.615703,2.179410,0.481630
1.625837,2.198821,0.479377
1.635971,2.218233,0.477061
1.646104,2.237645,0.474682
1.656238,2.257057,0.472239
1.666372,2.276468,0.469734
1.676506,2.295880,0.467165
1.686639,2.315292,0.464532
1.696773,2.334703,0.461837
1.706907,2.354115,0.459078
1.717041,2.373527,0.456256
1.727174,2.392938,0.453371
1.737308,2.412350,0.450423
1.747442,2.431762,0.447411
1.757576,2.451173,0.444336
1.767709,2.470585,0.441198
1.777843,2.489997,0.437997
1.787977,2.509408,0.434732
1.798111,2.528820,0.431404
1.808244,2.548232,0.428013
1.818378,2.567643,0.424559
1.828512,2.587055,0.421041
1.838646,2.606467,0.417460
1.848779,2.625878,0.413816
1.858913,2.645290,0.410109
1.869047,2.664702,0.406339
1.879180,2.684114,0.402505
1.889314,2.703525,0.398608
1.899448,2.722937,0.394648
1.909582,2.742349,0.390625
1.919715,2.761760,0.386538
1.929849,2.781172,0.382388
1.939983,2.800584,0.378175
1.950117,2.819995,0.373899
1.960250,2.839407,0.369559
1.970384,2.858819,0.365156
1.980518,2.878230,0.360690
1.990652,2.897642,0.356161
2.000785,2.917054,0.351568
2.010919,2.936465,0.346913
2.021053,2.955877,0.342194
2.031187,2.975289,0.337412
2.041320,2.994700,0.332566
2.051454,3.014112,0.327657
2.061588,3.033524,0.322686
2.071722,3.052935,0.317650
2.081855,3.072347,0.312552
2.091989,3.091759,0.307390
2.102123,3.111171,0.302166
2.112257,3.130582,0.296878
2.122390,3.149994,0.291526
2.132524,3.169406,0.286112
2.142658,3.188817,0.280634
2.152792,3.208229,0.275093
2.162925,3.227641,0.269489
2.173059,3.247052,0.263821
2.183193,3.266464,0.258090
2.193326,3.285876,0.252297
2.203460,3.305287,0.246439
2.213594,3.324699,0.240519
2.223728,3.344111,0.234535
2.233861,3.363522,0.228488
2.243995,3.382934,0.222378
2.254129,3.402346,0.216205
2.264263,3.421757,0.209968
2.274396,3.441169,0.203669
2.284530,3.460581,0.197306
2.294664,3.479992,0.190879
2.304798,3.499404,0.184390
2.314931,3.518816,0.177837
2.325065,3.538228,0.171221
2.335199,3.557639,0.164542
2.345333,3.577051,0.157799
2.355466,3.596463,0.150994
2.365600,3.615874,0.144125
2.375734,3.635286,0.137193
2.385868,3.654698,0.130197
2.396001,3.674109,0.123139
2.406135,3.693521,0.116017
2.416269,3.712933,0.108832
2.426403,3.732344,0.101583
2.436536,3.751756,0.094272
2.446670,3.771168,0.086897
2.456804,3.790579,0.079459
2.466938,3.809991,0.071958
2.477071,3.829403,0.064393
2.487205,3.848814,0.056766
2.497339,3.868226,0.049075
2.507472,3.887638,0.041320
2.517606,3.907050,0.033503
2.527740,3.926461,0.025622
2.537874,3.945873,0.017679
2.548007,3.965285,0.009671
2.558141,3.984696,0.001601
2.568275,4.004108,-0.006533
